,sex,age,priors_count,c_charge_degree,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other
3613,1,0.4592361740283441,-0.6927874630415009,1,1,0,0,0,0,0
2478,1,2.252135285895216,-0.6927874630415009,1,0,0,1,0,0,0
1052,1,0.03235543310766036,-0.6927874630415009,0,0,0,0,0,0,1
1700,1,-0.9921583451019806,-0.05857798686202939,0,1,0,0,0,0,0
2242,1,-0.3091491596288866,-0.2699811455885199,0,1,0,0,0,0,0
4150,1,0.4592361740283441,0.36422833059095155,0,1,0,0,0,0,0
3167,1,1.7398783967903952,-0.6927874630415009,1,0,0,1,0,0,0
6033,1,-0.05302071507647639,3.5352757114883087,0,1,0,0,0,0,0
4288,1,0.2884838776600706,-0.2699811455885199,0,0,0,0,0,0,1
869,1,0.9714930631331645,-0.6927874630415009,0,0,0,0,0,0,1
2683,1,0.03235543310766036,-0.6927874630415009,0,1,0,0,0,0,0
2873,1,2.166759137711079,3.112469394035328,1,0,0,1,0,0,0
4445,0,1.0568692113173013,3.746678870214799,1,1,0,0,0,0,0
4562,1,-0.7360299005495704,-0.6927874630415009,1,0,0,1,0,0,0
5885,1,-0.7360299005495704,-0.2699811455885199,0,1,0,0,0,0,0
1422,1,1.6545022486062586,1.2098409654969136,1,1,0,0,0,0,0
600,1,0.4592361740283441,-0.6927874630415009,0,1,0,0,0,0,0
4351,1,-1.0775344932861173,-0.48138430431501034,0,1,0,0,0,0,0
7053,1,-0.7360299005495704,-0.6927874630415009,0,0,0,1,0,0,0
4560,1,-0.8214060487337072,0.36422833059095155,0,1,0,0,0,0,0
2072,1,0.37386002584420736,-0.6927874630415009,1,0,0,1,0,0,0
6536,1,1.6545022486062586,1.8440504416763848,1,1,0,0,0,0,0
1824,0,-0.7360299005495704,-0.6927874630415009,1,1,0,0,0,0,0
3551,1,-0.9921583451019806,-0.05857798686202939,0,1,0,0,0,0,0
5420,1,1.9960068413428056,-0.6927874630415009,0,1,0,0,0,0,0
2578,1,-0.7360299005495704,-0.05857798686202939,0,1,0,0,0,0,0
3010,1,-0.4799014559971601,0.36422833059095155,0,1,0,0,0,0,0
5401,1,-0.5652776041812969,0.575631489317442,0,1,0,0,0,0,0
2398,1,1.825254544974532,-0.6927874630415009,1,0,0,0,0,0,1
898,1,-0.22377301144474987,-0.05857798686202939,0,1,0,0,0,0,0
7037,1,-1.0775344932861173,-0.48138430431501034,1,1,0,0,0,0,0
4415,0,1.3983738040538483,-0.6927874630415009,1,0,0,0,1,0,0
4332,1,0.2884838776600706,-0.2699811455885199,0,1,0,0,0,0,0
1774,0,-0.5652776041812969,-0.2699811455885199,1,1,0,0,0,0,0
3670,1,-0.13839686326061312,0.998437806770423,0,1,0,0,0,0,0
4400,1,-0.7360299005495704,3.112469394035328,0,1,0,0,0,0,0
7023,1,-0.3091491596288866,1.2098409654969136,1,0,0,1,0,0,0
500,1,-0.6506537523654337,-0.48138430431501034,1,0,0,1,0,0,0
145,1,-0.22377301144474987,1.6326472829498946,0,1,0,0,0,0,0
6220,1,-0.3091491596288866,-0.6927874630415009,0,1,0,0,0,0,0
4578,1,2.252135285895216,3.5352757114883087,1,1,0,0,0,0,0
3851,1,-0.8214060487337072,-0.6927874630415009,0,1,0,0,0,0,0
953,1,-0.39452530781302336,-0.48138430431501034,1,0,0,0,1,0,0
1647,1,-0.5652776041812969,1.6326472829498946,0,1,0,0,0,0,0
1625,0,-0.13839686326061312,0.7870346480439325,1,0,0,1,0,0,0
2519,1,1.5691261004221218,-0.48138430431501034,1,1,0,0,0,0,0
6061,1,-0.7360299005495704,-0.2699811455885199,1,1,0,0,0,0,0
1855,1,-0.6506537523654337,-0.48138430431501034,0,0,0,1,0,0,0
1929,1,0.03235543310766036,-0.48138430431501034,1,1,0,0,0,0,0
2107,1,-0.7360299005495704,-0.6927874630415009,1,0,0,0,0,0,1
3900,0,-0.13839686326061312,-0.6927874630415009,0,0,0,0,1,0,0
6946,1,-0.5652776041812969,3.5352757114883087,0,1,0,0,0,0,0
6408,1,-0.4799014559971601,1.6326472829498946,1,1,0,0,0,0,0
474,1,-1.2482867896543908,-0.48138430431501034,0,1,0,0,0,0,0
3690,1,2.166759137711079,-0.48138430431501034,1,0,0,0,0,0,1
2705,0,-1.3336629378385276,-0.6927874630415009,1,1,0,0,0,0,0
1034,1,0.03235543310766036,-0.48138430431501034,1,1,0,0,0,0,0
4175,1,-0.6506537523654337,-0.2699811455885199,0,0,0,1,0,0,0
7175,1,2.166759137711079,-0.6927874630415009,1,0,0,1,0,0,0
1393,1,-0.9921583451019806,-0.48138430431501034,1,1,0,0,0,0,0
1589,0,-1.2482867896543908,-0.6927874630415009,0,0,0,1,0,0,0
4795,1,-0.8214060487337072,0.575631489317442,0,0,0,1,0,0,0
7194,0,-0.39452530781302336,-0.2699811455885199,1,0,0,1,0,0,0
2498,1,1.0568692113173013,-0.6927874630415009,1,1,0,0,0,0,0
1163,1,-1.1629106414702541,-0.6927874630415009,0,0,0,0,1,0,0
538,1,0.6299884703966175,2.266856759129366,0,1,0,0,0,0,0
1745,1,2.0813829895269422,0.1528251718644611,1,1,0,0,0,0,0
1276,1,-1.2482867896543908,-0.48138430431501034,0,1,0,0,0,0,0
2289,1,-0.5652776041812969,0.1528251718644611,0,1,0,0,0,0,0
6193,1,-0.8214060487337072,-0.48138430431501034,0,1,0,0,0,0,0
812,1,-0.9067821969178439,-0.6927874630415009,0,1,0,0,0,0,0
6722,1,-0.6506537523654337,1.6326472829498946,0,1,0,0,0,0,0
2847,1,-0.9921583451019806,-0.6927874630415009,0,0,0,1,0,0,0
757,0,1.0568692113173013,3.3238725527618183,0,1,0,0,0,0,0
2806,1,-0.4799014559971601,-0.48138430431501034,1,1,0,0,0,0,0
3312,1,-0.9067821969178439,-0.2699811455885199,1,1,0,0,0,0,0
2293,1,0.03235543310766036,-0.6927874630415009,1,0,0,0,1,0,0
4146,0,2.849768323184173,0.36422833059095155,0,1,0,0,0,0,0
4802,1,-0.6506537523654337,-0.6927874630415009,0,1,0,0,0,0,0
3584,1,-0.7360299005495704,-0.6927874630415009,1,1,0,0,0,0,0
5322,1,-0.5652776041812969,-0.6927874630415009,0,0,0,1,0,0,0
5383,1,-0.3091491596288866,-0.05857798686202939,1,0,0,1,0,0,0
3182,1,-0.9067821969178439,-0.48138430431501034,1,0,0,1,0,0,0
1280,1,2.166759137711079,-0.48138430431501034,0,0,0,0,1,0,0
5334,1,-0.4799014559971601,-0.6927874630415009,1,0,0,1,0,0,0
6879,1,-1.1629106414702541,-0.6927874630415009,1,1,0,0,0,0,0
4951,1,-0.3091491596288866,0.575631489317442,0,1,0,0,0,0,0
2210,0,0.4592361740283441,-0.6927874630415009,0,0,0,0,0,0,1
5405,1,1.3983738040538483,-0.48138430431501034,0,0,0,0,1,0,0
464,1,2.422887582263489,-0.2699811455885199,0,0,0,1,0,0,0
2923,0,0.8861169149490278,0.7870346480439325,0,0,0,1,0,0,0
2171,1,-0.9067821969178439,-0.6927874630415009,0,0,0,1,0,0,0
3559,1,0.1177315812917971,-0.05857798686202939,1,0,0,0,0,0,1
4925,1,0.800740766764891,-0.48138430431501034,1,0,0,1,0,0,0
4222,1,-0.3091491596288866,-0.6927874630415009,1,0,0,1,0,0,0
986,1,0.8861169149490278,3.5352757114883087,0,0,0,0,1,0,0
638,0,1.9106306931586687,-0.6927874630415009,1,0,0,1,0,0,0
4359,0,-0.13839686326061312,-0.05857798686202939,1,1,0,0,0,0,0
106,0,0.37386002584420736,-0.48138430431501034,0,0,0,1,0,0,0
4308,1,-0.8214060487337072,-0.6927874630415009,0,0,0,0,0,0,1
6862,1,-0.05302071507647639,1.8440504416763848,0,1,0,0,0,0,0
4521,1,-0.39452530781302336,3.746678870214799,0,1,0,0,0,0,0
5710,0,-1.0775344932861173,0.1528251718644611,0,1,0,0,0,0,0
2324,1,-0.9921583451019806,-0.6927874630415009,0,0,0,1,0,0,0
3796,1,1.4837499522379851,1.421244124223404,0,0,0,0,1,0,0
6155,1,0.03235543310766036,-0.2699811455885199,1,0,0,1,0,0,0
3689,0,1.4837499522379851,-0.05857798686202939,1,0,0,1,0,0,0
6724,0,-0.13839686326061312,-0.6927874630415009,0,0,0,0,0,0,1
6958,1,-1.1629106414702541,0.36422833059095155,1,1,0,0,0,0,0
5228,1,0.20310772947593386,-0.6927874630415009,1,1,0,0,0,0,0
3479,1,1.9960068413428056,-0.48138430431501034,0,0,0,1,0,0,0
4062,1,0.8861169149490278,0.7870346480439325,0,0,0,1,0,0,0
2964,0,-0.39452530781302336,-0.05857798686202939,0,1,0,0,0,0,0
6445,1,-0.4799014559971601,-0.6927874630415009,1,0,0,0,1,0,0
1970,1,2.0813829895269422,0.1528251718644611,0,1,0,0,0,0,0
1242,1,-0.22377301144474987,-0.6927874630415009,1,0,0,0,1,0,0
3462,1,0.800740766764891,0.7870346480439325,0,1,0,0,0,0,0
2300,1,-0.05302071507647639,-0.48138430431501034,0,0,0,0,1,0,0
2965,0,-0.6506537523654337,-0.6927874630415009,0,0,0,1,0,0,0
5286,1,-0.8214060487337072,0.1528251718644611,0,0,0,1,0,0,0
5895,1,-1.0775344932861173,-0.48138430431501034,1,1,0,0,0,0,0
4833,0,-0.9067821969178439,1.6326472829498946,1,1,0,0,0,0,0
285,1,1.4837499522379851,-0.05857798686202939,0,1,0,0,0,0,0
4989,0,1.7398783967903952,-0.6927874630415009,1,0,0,0,1,0,0
5423,1,1.1422453595014381,-0.6927874630415009,1,0,0,1,0,0,0
1341,1,-0.13839686326061312,-0.48138430431501034,0,1,0,0,0,0,0
3379,1,-0.13839686326061312,-0.6927874630415009,0,0,0,1,0,0,0
2120,0,-0.8214060487337072,0.36422833059095155,0,1,0,0,0,0,0
5957,1,0.2884838776600706,-0.6927874630415009,0,0,0,0,0,0,1
194,1,-0.7360299005495704,1.2098409654969136,0,1,0,0,0,0,0
5429,1,0.1177315812917971,0.36422833059095155,0,0,0,1,0,0,0
6866,1,0.20310772947593386,-0.6927874630415009,1,0,0,0,0,0,1
6799,1,-0.4799014559971601,-0.48138430431501034,0,0,0,0,1,0,0
5309,1,-0.5652776041812969,-0.6927874630415009,1,0,0,1,0,0,0
5392,0,-0.9067821969178439,-0.6927874630415009,1,0,0,1,0,0,0
5190,1,-1.1629106414702541,-0.6927874630415009,0,0,0,1,0,0,0
320,1,-1.2482867896543908,-0.6927874630415009,0,1,0,0,0,0,0
4486,1,0.7153646185807543,-0.6927874630415009,0,0,0,1,0,0,0
2351,1,-0.7360299005495704,-0.6927874630415009,1,0,0,1,0,0,0
2127,1,1.3983738040538483,0.1528251718644611,1,1,0,0,0,0,0
3835,1,-0.6506537523654337,-0.6927874630415009,0,1,0,0,0,0,0
4750,0,-0.7360299005495704,-0.48138430431501034,0,1,0,0,0,0,0
3493,1,-0.05302071507647639,5.015097822573742,1,1,0,0,0,0,0
5113,1,-0.5652776041812969,-0.2699811455885199,0,1,0,0,0,0,0
3408,0,0.20310772947593386,-0.2699811455885199,0,0,0,1,0,0,0
5148,1,1.3983738040538483,0.1528251718644611,0,1,0,0,0,0,0
6621,1,-1.2482867896543908,-0.6927874630415009,1,0,0,1,0,0,0
1680,1,-1.1629106414702541,-0.6927874630415009,0,0,0,1,0,0,0
473,1,0.03235543310766036,-0.48138430431501034,1,1,0,0,0,0,0
4850,1,1.3983738040538483,-0.2699811455885199,0,1,0,0,0,0,0
6014,0,1.4837499522379851,-0.6927874630415009,1,0,0,0,1,0,0
1111,1,-0.8214060487337072,-0.6927874630415009,1,1,0,0,0,0,0
3607,0,0.7153646185807543,-0.6927874630415009,1,0,0,1,0,0,0
4574,0,-1.1629106414702541,-0.6927874630415009,1,1,0,0,0,0,0
3674,1,-0.4799014559971601,0.1528251718644611,1,0,0,0,0,0,1
6426,1,-0.05302071507647639,-0.6927874630415009,0,1,0,0,0,0,0
5919,1,0.5446123222124808,-0.6927874630415009,1,1,0,0,0,0,0
6914,1,0.20310772947593386,0.1528251718644611,1,1,0,0,0,0,0
6496,1,-1.0775344932861173,-0.2699811455885199,1,0,0,1,0,0,0
3779,1,2.593639878631763,0.7870346480439325,1,1,0,0,0,0,0
2143,1,0.20310772947593386,1.6326472829498946,0,0,0,1,0,0,0
1706,0,-0.7360299005495704,-0.05857798686202939,0,1,0,0,0,0,0
701,1,-0.7360299005495704,1.421244124223404,1,1,0,0,0,0,0
3199,1,-0.5652776041812969,1.2098409654969136,0,0,0,1,0,0,0
46,1,0.03235543310766036,2.0554536004028754,0,1,0,0,0,0,0
661,1,0.03235543310766036,-0.6927874630415009,1,1,0,0,0,0,0
5799,1,-0.4799014559971601,-0.05857798686202939,1,1,0,0,0,0,0
5229,1,-0.9921583451019806,1.6326472829498946,0,0,0,1,0,0,0
575,1,2.508263730447626,-0.48138430431501034,0,0,0,0,1,0,0
293,1,-0.7360299005495704,-0.48138430431501034,1,1,0,0,0,0,0
3714,1,0.20310772947593386,-0.6927874630415009,1,0,0,0,0,0,1
1572,1,-1.1629106414702541,-0.6927874630415009,0,0,0,0,1,0,0
4830,1,-1.1629106414702541,-0.48138430431501034,0,0,0,1,0,0,0
4981,1,-0.6506537523654337,-0.6927874630415009,1,1,0,0,0,0,0
4689,1,-0.13839686326061312,0.575631489317442,1,1,0,0,0,0,0
480,1,1.825254544974532,-0.6927874630415009,0,0,0,1,0,0,0
1694,1,2.422887582263489,4.16948518766778,0,0,0,0,0,0,1
316,1,-0.5652776041812969,-0.05857798686202939,1,0,0,1,0,0,0
5574,1,0.20310772947593386,-0.05857798686202939,0,0,0,1,0,0,0
4145,1,-0.9921583451019806,-0.05857798686202939,1,0,0,1,0,0,0
6582,0,1.825254544974532,-0.2699811455885199,1,1,0,0,0,0,0
1986,1,0.9714930631331645,-0.2699811455885199,0,1,0,0,0,0,0
4079,0,-0.9067821969178439,-0.6927874630415009,0,0,0,0,0,0,1
2027,1,-0.3091491596288866,-0.2699811455885199,0,1,0,0,0,0,0
1419,1,-1.0775344932861173,-0.48138430431501034,0,1,0,0,0,0,0
972,0,-0.39452530781302336,-0.05857798686202939,0,1,0,0,0,0,0
2188,1,0.6299884703966175,-0.6927874630415009,1,1,0,0,0,0,0
2925,0,-0.05302071507647639,-0.48138430431501034,0,1,0,0,0,0,0
3534,1,-0.22377301144474987,0.998437806770423,0,1,0,0,0,0,0
6264,1,-0.39452530781302336,-0.48138430431501034,0,0,0,0,1,0,0
2360,0,-0.5652776041812969,1.421244124223404,1,1,0,0,0,0,0
4828,1,-1.1629106414702541,-0.6927874630415009,1,0,0,0,0,1,0
409,1,-0.9921583451019806,-0.48138430431501034,1,0,0,0,1,0,0
5013,1,-0.22377301144474987,-0.6927874630415009,0,1,0,0,0,0,0
1883,1,-0.7360299005495704,-0.48138430431501034,0,1,0,0,0,0,0
3280,1,-0.39452530781302336,0.998437806770423,0,1,0,0,0,0,0
5822,1,0.9714930631331645,-0.6927874630415009,1,1,0,0,0,0,0
6782,0,0.37386002584420736,-0.6927874630415009,0,0,0,0,0,0,1
565,1,0.4592361740283441,0.36422833059095155,0,0,0,1,0,0,0
4526,1,-0.9921583451019806,-0.48138430431501034,0,1,0,0,0,0,0
4361,0,-0.39452530781302336,0.1528251718644611,0,0,0,1,0,0,0
7148,1,-1.1629106414702541,-0.6927874630415009,0,1,0,0,0,0,0
3269,1,-0.13839686326061312,-0.2699811455885199,0,1,0,0,0,0,0
1792,1,-0.9921583451019806,-0.48138430431501034,0,1,0,0,0,0,0
4241,1,1.9960068413428056,0.1528251718644611,0,0,0,1,0,0,0
5356,1,1.1422453595014381,-0.6927874630415009,0,0,1,0,0,0,0
6388,1,-0.22377301144474987,0.1528251718644611,0,1,0,0,0,0,0
6700,1,-0.9067821969178439,-0.48138430431501034,0,1,0,0,0,0,0
6796,1,-0.9921583451019806,-0.05857798686202939,0,1,0,0,0,0,0
933,1,-0.7360299005495704,0.36422833059095155,0,1,0,0,0,0,0
2074,1,0.2884838776600706,-0.2699811455885199,0,0,0,1,0,0,0
6446,1,-0.8214060487337072,-0.48138430431501034,1,0,0,1,0,0,0
3545,1,2.0813829895269422,-0.2699811455885199,0,0,0,1,0,0,0
2874,1,0.20310772947593386,-0.2699811455885199,0,1,0,0,0,0,0
4722,1,0.5446123222124808,0.7870346480439325,1,1,0,0,0,0,0
5210,1,-0.7360299005495704,-0.2699811455885199,0,0,0,1,0,0,0
5688,0,-0.3091491596288866,-0.2699811455885199,1,0,0,1,0,0,0
5829,1,0.4592361740283441,-0.6927874630415009,0,1,0,0,0,0,0
6757,1,1.2276215076855748,-0.2699811455885199,0,0,0,1,0,0,0
434,1,-0.13839686326061312,-0.6927874630415009,0,0,0,1,0,0,0
7138,0,-0.3091491596288866,1.2098409654969136,0,1,0,0,0,0,0
6486,1,-0.7360299005495704,-0.48138430431501034,1,1,0,0,0,0,0
5741,1,1.4837499522379851,-0.6927874630415009,0,0,0,0,0,0,1
6676,1,-0.39452530781302336,-0.48138430431501034,1,1,0,0,0,0,0
3006,1,-1.1629106414702541,-0.6927874630415009,1,1,0,0,0,0,0
5022,1,-0.39452530781302336,-0.6927874630415009,0,0,0,0,0,0,1
6622,1,-0.6506537523654337,-0.2699811455885199,0,1,0,0,0,0,0
3612,1,-0.3091491596288866,-0.48138430431501034,1,0,0,1,0,0,0
6657,0,-0.6506537523654337,1.421244124223404,0,1,0,0,0,0,0
2467,0,-0.3091491596288866,2.266856759129366,0,1,0,0,0,0,0
747,1,-0.8214060487337072,0.7870346480439325,1,1,0,0,0,0,0
2921,1,2.508263730447626,0.998437806770423,0,0,0,1,0,0,0
3129,1,2.764392175000036,-0.6927874630415009,0,0,0,1,0,0,0
5204,1,-0.05302071507647639,-0.48138430431501034,1,1,0,0,0,0,0
5276,1,-0.9921583451019806,-0.2699811455885199,0,1,0,0,0,0,0
5100,0,-0.9921583451019806,-0.2699811455885199,0,1,0,0,0,0,0
2737,1,-1.0775344932861173,-0.6927874630415009,0,1,0,0,0,0,0
5512,1,-1.3336629378385276,-0.6927874630415009,0,1,0,0,0,0,0
4238,1,1.0568692113173013,5.226500981300233,0,0,0,1,0,0,0
4534,1,0.37386002584420736,-0.6927874630415009,0,0,0,1,0,0,0
4878,1,-0.7360299005495704,-0.2699811455885199,0,0,0,1,0,0,0
1759,1,-0.4799014559971601,0.7870346480439325,0,1,0,0,0,0,0
2818,1,-1.1629106414702541,-0.48138430431501034,0,1,0,0,0,0,0
4525,1,-0.39452530781302336,1.2098409654969136,0,1,0,0,0,0,0
1451,1,2.93514447136831,-0.05857798686202939,1,1,0,0,0,0,0
3125,1,-0.9921583451019806,-0.48138430431501034,0,1,0,0,0,0,0
3302,1,-0.9921583451019806,-0.05857798686202939,0,1,0,0,0,0,0
6595,1,-0.3091491596288866,0.36422833059095155,1,0,0,0,0,0,1
5717,0,-1.2482867896543908,-0.6927874630415009,1,1,0,0,0,0,0
5357,1,-0.9067821969178439,-0.6927874630415009,1,1,0,0,0,0,0
3587,1,-1.0775344932861173,-0.05857798686202939,0,1,0,0,0,0,0
6154,1,0.2884838776600706,0.36422833059095155,0,0,0,1,0,0,0
7140,1,-0.8214060487337072,0.36422833059095155,1,0,0,1,0,0,0
2038,1,0.03235543310766036,-0.6927874630415009,0,1,0,0,0,0,0
3310,0,-0.9067821969178439,-0.2699811455885199,0,1,0,0,0,0,0
4928,1,-0.8214060487337072,-0.48138430431501034,0,1,0,0,0,0,0
2900,1,-0.7360299005495704,1.2098409654969136,1,0,0,1,0,0,0
3008,1,-0.4799014559971601,0.36422833059095155,0,1,0,0,0,0,0
6066,1,0.4592361740283441,0.1528251718644611,0,0,0,1,0,0,0
5566,1,-0.8214060487337072,-0.2699811455885199,0,1,0,0,0,0,0
832,1,-0.8214060487337072,-0.05857798686202939,0,1,0,0,0,0,0
3571,0,-0.9067821969178439,0.1528251718644611,0,1,0,0,0,0,0
6143,1,1.0568692113173013,3.9580820289412895,0,0,0,0,0,1,0
5490,1,1.825254544974532,-0.6927874630415009,1,0,0,0,0,0,1
83,1,1.3129976558697116,-0.6927874630415009,0,0,0,0,0,0,1
6760,0,-0.3091491596288866,-0.05857798686202939,1,1,0,0,0,0,0
1405,1,-1.0775344932861173,-0.05857798686202939,0,1,0,0,0,0,0
3050,1,1.4837499522379851,-0.6927874630415009,1,0,0,1,0,0,0
1332,1,0.7153646185807543,-0.2699811455885199,0,0,0,1,0,0,0
1460,1,0.7153646185807543,0.1528251718644611,0,1,0,0,0,0,0
6457,1,-0.39452530781302336,-0.48138430431501034,0,0,0,1,0,0,0
6803,1,-0.9921583451019806,-0.6927874630415009,1,1,0,0,0,0,0
3925,1,2.593639878631763,-0.6927874630415009,1,0,0,1,0,0,0
4687,1,-0.9921583451019806,0.36422833059095155,0,1,0,0,0,0,0
1857,1,2.6790160268158996,-0.6927874630415009,1,0,0,1,0,0,0
4558,1,-1.2482867896543908,-0.6927874630415009,1,0,0,1,0,0,0
4365,1,0.37386002584420736,-0.6927874630415009,0,1,0,0,0,0,0
1576,1,-0.8214060487337072,0.575631489317442,0,0,0,1,0,0,0
7196,1,0.7153646185807543,-0.6927874630415009,1,1,0,0,0,0,0
521,1,1.1422453595014381,-0.48138430431501034,0,0,0,1,0,0,0
1301,1,-0.7360299005495704,-0.6927874630415009,0,0,0,1,0,0,0
3094,1,-0.4799014559971601,-0.6927874630415009,1,0,0,1,0,0,0
5066,1,-0.9067821969178439,-0.05857798686202939,0,0,0,1,0,0,0
766,1,-0.7360299005495704,0.36422833059095155,0,1,0,0,0,0,0
1821,1,0.1177315812917971,-0.2699811455885199,0,1,0,0,0,0,0
5466,1,-0.8214060487337072,-0.48138430431501034,0,0,0,0,0,0,1
5489,1,-0.3091491596288866,0.36422833059095155,0,0,0,1,0,0,0
3347,1,0.37386002584420736,-0.48138430431501034,1,0,0,0,1,0,0
4108,1,-0.39452530781302336,-0.48138430431501034,0,0,0,1,0,0,0
5174,1,1.3983738040538483,0.998437806770423,1,1,0,0,0,0,0
744,1,-1.1629106414702541,-0.6927874630415009,0,1,0,0,0,0,0
1469,1,-0.39452530781302336,2.478259917855856,0,1,0,0,0,0,0
5655,1,-0.05302071507647639,-0.48138430431501034,0,1,0,0,0,0,0
567,1,-0.6506537523654337,0.36422833059095155,1,1,0,0,0,0,0
1866,1,1.3983738040538483,-0.48138430431501034,0,0,1,0,0,0,0
1718,0,-0.4799014559971601,-0.48138430431501034,1,1,0,0,0,0,0
3564,0,0.6299884703966175,-0.48138430431501034,0,0,0,1,0,0,0
5535,1,-0.39452530781302336,3.112469394035328,1,1,0,0,0,0,0
3831,1,-0.4799014559971601,-0.6927874630415009,1,1,0,0,0,0,0
4314,1,-0.3091491596288866,-0.6927874630415009,0,1,0,0,0,0,0
4851,1,-1.2482867896543908,-0.6927874630415009,1,1,0,0,0,0,0
5065,1,-1.0775344932861173,-0.6927874630415009,0,0,0,0,1,0,0
3775,1,0.20310772947593386,-0.6927874630415009,0,0,0,1,0,0,0
1269,1,-1.1629106414702541,-0.6927874630415009,0,0,0,1,0,0,0
3086,0,1.4837499522379851,-0.6927874630415009,0,0,0,1,0,0,0
1952,1,-0.05302071507647639,-0.6927874630415009,0,0,0,1,0,0,0
2843,1,-0.9921583451019806,-0.2699811455885199,0,1,0,0,0,0,0
6071,1,0.8861169149490278,-0.6927874630415009,1,0,0,1,0,0,0
3628,1,0.8861169149490278,-0.05857798686202939,1,0,0,1,0,0,0
4649,1,-0.5652776041812969,1.421244124223404,0,1,0,0,0,0,0
6449,0,1.5691261004221218,-0.05857798686202939,0,1,0,0,0,0,0
6857,1,1.1422453595014381,1.6326472829498946,1,1,0,0,0,0,0
5110,1,0.03235543310766036,-0.05857798686202939,1,1,0,0,0,0,0
5705,1,0.03235543310766036,0.1528251718644611,0,0,0,1,0,0,0
1655,1,-1.1629106414702541,-0.6927874630415009,1,0,0,0,0,0,1
2165,1,2.252135285895216,-0.48138430431501034,1,0,0,1,0,0,0
2111,1,-0.4799014559971601,0.1528251718644611,0,1,0,0,0,0,0
4621,1,-0.9067821969178439,-0.6927874630415009,1,0,0,1,0,0,0
1733,1,0.8861169149490278,2.478259917855856,0,1,0,0,0,0,0
40,0,-1.1629106414702541,-0.2699811455885199,0,1,0,0,0,0,0
526,1,-0.9067821969178439,-0.6927874630415009,0,0,0,1,0,0,0
2767,1,-0.05302071507647639,2.6896630765823466,0,1,0,0,0,0,0
4279,1,-0.4799014559971601,0.575631489317442,0,1,0,0,0,0,0
3721,1,-0.3091491596288866,0.1528251718644611,0,1,0,0,0,0,0
1513,1,-1.0775344932861173,-0.6927874630415009,0,0,0,1,0,0,0
5331,1,1.3129976558697116,-0.48138430431501034,0,1,0,0,0,0,0
4005,1,-0.4799014559971601,-0.6927874630415009,0,1,0,0,0,0,0
2505,1,-0.8214060487337072,-0.2699811455885199,0,1,0,0,0,0,0
3093,1,0.37386002584420736,-0.48138430431501034,0,0,0,1,0,0,0
4697,1,0.03235543310766036,-0.48138430431501034,0,0,0,1,0,0,0
6979,1,0.9714930631331645,-0.6927874630415009,0,0,0,1,0,0,0
1976,0,-0.9067821969178439,-0.6927874630415009,1,0,0,0,1,0,0
5227,1,-0.8214060487337072,-0.6927874630415009,1,1,0,0,0,0,0
1989,1,-0.39452530781302336,2.266856759129366,0,1,0,0,0,0,0
5305,1,2.0813829895269422,-0.6927874630415009,1,0,0,1,0,0,0
5968,1,1.2276215076855748,-0.05857798686202939,0,1,0,0,0,0,0
4255,1,-0.4799014559971601,-0.6927874630415009,0,0,1,0,0,0,0
444,1,-0.9067821969178439,-0.48138430431501034,1,1,0,0,0,0,0
5527,0,-0.3091491596288866,-0.2699811455885199,0,0,0,1,0,0,0
164,1,-1.0775344932861173,-0.48138430431501034,0,1,0,0,0,0,0
6733,1,-0.13839686326061312,-0.2699811455885199,1,0,0,0,1,0,0
7015,1,-1.0775344932861173,-0.48138430431501034,0,1,0,0,0,0,0
839,1,1.825254544974532,0.1528251718644611,1,0,0,1,0,0,0
3732,0,-1.0775344932861173,-0.6927874630415009,1,1,0,0,0,0,0
6354,1,0.6299884703966175,-0.48138430431501034,0,0,0,0,0,0,1
5033,1,0.1177315812917971,-0.48138430431501034,1,0,0,1,0,0,0
481,1,-0.05302071507647639,0.1528251718644611,0,0,0,0,1,0,0
23,0,-1.1629106414702541,-0.6927874630415009,0,0,0,1,0,0,0
1187,0,-0.7360299005495704,-0.05857798686202939,1,0,0,1,0,0,0
2828,1,-0.9921583451019806,-0.48138430431501034,1,1,0,0,0,0,0
2982,0,-0.13839686326061312,-0.05857798686202939,1,1,0,0,0,0,0
2804,1,1.5691261004221218,0.1528251718644611,1,0,0,0,0,0,1
5784,1,-0.8214060487337072,-0.6927874630415009,0,1,0,0,0,0,0
47,1,1.2276215076855748,-0.6927874630415009,1,0,0,1,0,0,0
3321,1,0.9714930631331645,-0.6927874630415009,0,0,0,1,0,0,0
3949,1,1.9960068413428056,0.36422833059095155,0,0,0,1,0,0,0
3542,1,0.20310772947593386,-0.6927874630415009,1,0,0,1,0,0,0
3939,1,-0.39452530781302336,-0.6927874630415009,0,0,0,0,0,0,1
14,0,1.0568692113173013,-0.48138430431501034,0,0,0,1,0,0,0
1391,1,1.1422453595014381,0.1528251718644611,0,0,0,0,0,0,1
2286,0,-0.6506537523654337,-0.2699811455885199,1,1,0,0,0,0,0
2930,1,-0.8214060487337072,-0.6927874630415009,1,1,0,0,0,0,0
3359,0,-0.9921583451019806,-0.48138430431501034,1,0,0,1,0,0,0
4514,1,-0.3091491596288866,-0.6927874630415009,0,0,0,0,1,0,0
1215,1,-0.05302071507647639,-0.05857798686202939,0,1,0,0,0,0,0
4496,1,-0.7360299005495704,0.575631489317442,1,1,0,0,0,0,0
